test/loss,step,epoch
0.014798291958868504,0,0
0.015227614901959896,0,0
0.009122178889811039,0,0
0.015477955341339111,0,0
0.01594138890504837,0,0
0.0080558555200696,0,0
0.015961281955242157,0,0
0.017510730773210526,0,0
0.00802648812532425,0,0
0.01689699850976467,0,0
0.020890066400170326,0,0
0.011346331797540188,0,0
0.018862057477235794,0,0
0.028067104518413544,0,0
0.023971691727638245,0,0
0.023367922753095627,0,0
0.04320432245731354,0,0
0.06149160489439964,0,0
0.03495124354958534,0,0
0.07509413361549377,0,0
0.16668525338172913,0,0
0.06946850568056107,0,0
0.14357349276542664,0,0
0.4647713005542755,0,0
0.18919850885868073,0,0
0.2857436239719391,0,0
1.3320122957229614,0,0
0.6210596561431885,0,0
0.5592231750488281,0,0
3.9425363540649414,0,0
2.2039051055908203,0,0
1.3614108562469482,0,0
11.800477027893066,0,0
8.393041610717773,0,0
6.602405548095703,0,0
30.1676082611084,0,0
27.9356689453125,0,0
40.63664627075195,0,0
61.345890045166016,0,0
60.70087814331055,0,0
172.1058807373047,0,0
104.45658111572266,0,0
94.31553649902344,0,0
519.654052734375,0,0
161.47525024414062,0,0
126.9697265625,0,0
1296.7799072265625,0,0
258.881103515625,0,0
198.5635223388672,0,0
3036.8515625,0,0
469.0196228027344,0,0
509.5129699707031,0,0
7322.6669921875,0,0
1005.1898193359375,0,0
1687.69091796875,0,0
16691.529296875,0,0
2722.3642578125,0,0
6005.02001953125,0,0
57243.046875,0,0
23414.755859375,0,0
100479.1484375,0,0
155351.0625,0,0
116120.6015625,0,0
372410.75,0,0
